solana_address,evm_address,display_name,fomo_handle,twitter,telegram,followers,pnl_24h,wallet_type,tier
2NYVGf2fgGj5rEYoiJYVaci8kdrZDARXuy1AjpjPuZkz,0xc0ad4b3197dbfaf60712a90419c194bdd4276c22,"LordDisick",TonyOVO,TonyOVO,,119,101.97168508193556,market_maker,rising
8PTtLpVYcb8va8AV1DZLfz5R3moncSL6x9ipTR2u6czE,0xf5a560a0b0dcc3b9e0005d59ac6e8708c6c7b13e,"K Dot",KareemZ2129,KareemZ2129,,44,95.76747274012008,smart_money,rising
BDuKtmc5ssnZhWLQbux7VLnTA6BdBHFs4ThiMfFj9u4P,0xb54f89bec16631570e5556d1bdc46fbab4316067,"zac.eth 🧙🏻‍♂️♦️",zacxbt,zacxbt,,1662,87.12439534423902,smart_money,rising
Bd7Dw9Jo6jSSA9t3ccYoxnZ5LRHdNdjs7NwFZ1izzWvg,0x776d3bd1f02b25e82437ee0f80a4bcc9202be061,"brazen",brazen,brazen,,1272,84.62466295466425,smart_money,rising
2oXWfnPjNhq8sdtmkip6UYkuKG5g7Z65ZrHjepNfDQ5m,0xfa30fe1138fb4d4d7a97d49d7b2cba72cea07356,"Heme",0xHeme,0xHeme,,3887,69.4969932982458,smart_money,rising
UWy5fUitwQtRuv58XdjLzJjCCApgonEEz4AHwKkWTTh,0x6d02641ed6caeee4f6b1a98a560d8de27da18f69,"Witius Maximus 🫵🤠 𝕏",sumfattytuna,sumfattytuna,,1235,65.13168633183807,smart_money,rising
4v2t4fn7EuZaUtGymVyEqCediePfdoE1v3azozTw16T4,0x4b6a9fc2e14de3a94c54955441abc8697f26174e,"τop τick crypτo 📁 🤖🧠",toptickcrypto,toptickcrypto,,1593,61.05462628075202,smart_money,rising
5xR1UrjtAWFUv1NwGMoobobcfL6oPjPmvkCdQ6RUhxcJ,0x04b4f2e53a538177b380a9af067ce139f8e9a7cc,"gr3g",gr3gor14n,gr3gor14n,,3519,58.37900347743016,smart_money,rising
A99paB2CF1amQzR8XQLu8UG3mwkwiP68WH7DBY53j9Fb,0xa91d2dca661af2e84eed46d97e0e039149023d18,"mnds",mnds,mnds,,1377,56.79138563924471,smart_money,rising
9CFhbycCnsa5SbZzEiwTKQQeg8PH3hyJnaUcJf9BTCZA,0xe833456d34db74209e81084036f0bb3e69de05a9,"Ntopamini",ntopamini,ntopamini,,348,54.08182608202479,smart_money,rising
GEyyNQPCykZ4MzazG9xja4vRiKUmvvFnFKt2YkvftmQp,0x2017df53d01763b366fd5b2c303a8d2a193784e5,"eric",ericzhong,ericzhong,,140,46.03106371616593,smart_money,rising
5gu2XhRJkiq2gxT6o4mpRv9cCkxeMLWU6BYoUaCb2uhx,0x42da31e5d5ecbfd2290e2cf628f8f82275ce6bb0,"Cupsey",Cupseyy,Cupseyy,,5722,44.507642033017284,smart_money,rising
8XypLCBjF9fAtRfPZLBUnUxozXuMUxwutQ45SWMMtoRc,0x47ab81bb2f1377313e487ad5e7cebdc88b40b3a9,"buss",buss,buss,,5,43.642246611445216,smart_money,rising
AcGHtzrgKEswmdkJGKz2jht6SkiZh74hVYy9J289gj8b,0xffbbd528d6acd915a323244020322f25968a6ffe,"risk",riskanonymous,riskanonymous,,4792,43.61894473121377,smart_money,rising
CRrJF2ranok4paFPBaLgN1YgbLdELXkbxLDrXMk68PwL,0xa8f7468d0cffea2013ba6f4dfece2f368de1d950,"zak.eth",0xzak,0xzak,,214,43.288624292224995,smart_money,rising
36yBQrdCGx183MmJb2DbskxkCiJtLWWwZJFjwto4kZhb,0xc243fcc2bd297e70a03f49257d56a76045f36580,"Mythos",Mythos,Mythos,,2212,41.84510500429178,smart_money,rising
HtGnA4DXUeq2WSnEy34weQQ3VXiNuyv3xUsNzM7w7f4x,0xa23471c0443f1fb328f71a076c57e544791fdbbe,"CV",Valley,Valley,,502,37.42691171917827,smart_money,rising
GZLvpKixEzt3RHTCQhXNTWiuWoh2jL3Uo3iJ9RhrAFfK,0x2e9a5c246878883fe7b5e2554d5976f25514eccd,"fantaloupe",fantaloupe_,fantaloupe_,,924,34.38470934914801,smart_money,rising
CP6zWucyfCHevxFNdAepQ64dFzWa6Vj9gE9PoDekQMvf,0x6db228ba0c69634fa309c730f5010b9526484c9b,"shotta",shotta______,shotta______,,1747,32.08522355003515,smart_money,rising
HZPmBWGPttirqD1x8QAPedixRGz6EMgoodycp2sPw78J,0x27c2b65b80661ee0464def33cf75063127b95c3d,"Midnight 🌙",KongKapital,KongKapital,,8558,31.232370762939325,market_maker,rising
GrWrxExdewY5sAvuXt818jkg1ZjdzjA2W6Z3YpmYoG5D,0x5a8af6f2aead5574715a1992a5b3ee4a40f4a4d8,"David",EffortCapital,EffortCapital,,22,30.594126394587533,smart_money,rising
2EiKGRA4EzA45bBqh7hQFPJvjSCod43pGh7rfnsfgkE7,0x0131dd95555cd73fe33f72ffbdcad201a21a2252,"keyfo",keyfo,keyfo,,2,28.818205281958512,smart_money,rising
23EhPc2wDX7KqKYviFGpJ4xvNMCFB7DH2VM2Hq5YtJP2,0xbdff6f92f66b01a852400955b67788a6bb20eb2c,"slingoor 😂",slingoorio,slingoorio,,35,28.50997050041269,smart_money,rising
8dnAWcoD1uMxbMkJUE3RC72VfxSLSp9fZRW7Pnrs2Nuj,0x2a0565ce63894eae518645fcce531104ebc27a37,"bonemalone",itsbonemalone,itsbonemalone,,429,26.53648739874484,smart_money,rising
AXDRSS969W6UkFpiEsrVxf2jjMGEfQYPC8pfTAeeVjSK,0x096ea870e37199f3e1eb176398b4592b24fd458a,"magi",profitmaxxing,profitmaxxing,,5354,23.053353629160803,smart_money,rising
uDLVsi6TqEMsbyrnEEK5XwTGDqfrWvdDYu9J4wj7zsQ,0xa7570346479e87e87776a146b045c50ed7ec1b15,"Nom",TheOnlyNom,TheOnlyNom,,644,15.184093937375565,smart_money,rising
3Z4qVS4L8yodLXtZ3JwD7inHuat9E6HLavpRdStByWGS,0x311395537c7cf1d0c8f9c386b4932cf1d13556ac,"euris",Euris_x,Euris_x,,445,15.118315441126791,smart_money,rising
5ftciNus2cNuwJafMsaNvMqyqjo9A6KoQX1MAsZ81k8q,0x13c128a3fdf7edf6b69fa05446342a04a248e597,"jez (free nub)",izebel_eth,izebel_eth,,7023,14.901969729231055,smart_money,rising
44CMqfJsumUYBPuki6kHu43f9X2gM4EVvGcbnfaZmfh7,0xb4c4945d415acb7be94c0858917679649fc2bd30,"topshelfer",topshelfer,topshelfer,,6,14.446725421180417,smart_money,rising
BSBHotqFUeH3aBprUJdF8svgvc1VM22jg44LkNngBgYo,0x9c91a0f7bf0d16483a8c36f895fe911d4d0043ec,"shamdoo",TheShamdoo,TheShamdoo,,641,13.587830239455798,smart_money,rising
9hcxUnk3MchcwiuNUKvMT321bnkULRPiBVzYUu2eRBCv,0xcae3b7a16de3b0aeb529f7c98fba4b1b7e117535,"UmmrG",UmmrG,UmmrG,,37,12.844328679608935,smart_money,rising
3gdQ4CjAkTJxoDpS2pTax7Nr6D9Gbx1HPJYLt5Hj6qkR,0x0eebae2ce296746b051a6b58e8fb0684abc3d1ae,"grabedursol",grabedursol,grabedursol,,260,10.529872110926002,smart_money,rising
FSi3vQVJogjtZ8BN9XKMUvEryA3EwctvVmnp5DjfX3QQ,0x1708afcd1bdcc40e5c1a4b122e20a26bf6e8ad9f,"Ice",icemandot,icemandot,,37628,7.670966673002113,kol,rising
5fxAkgP1Y9GNryU4LXaZh9NE2p4hSX7mzKHBGUeBkEPX,0xbd9fa173236c44dcad46b1df259a75383999401d,"BRYPTO",bryptokenneth3,bryptokenneth3,,1677,6.250014127071154,smart_money,rising
B72LwQm84nvEL6GMzKfvtfoDJx1SPi7Lg8uRUshwFheq,0x6440a6aa6715f146f795361efd0cb2e320d12e42,"saifotrades",saifotrades,saifotrades,,11,3.965340657100569,smart_money,rising
GrhmBTzSHnuomrzBz987XJFQ2nVHtWTXed29e8gaZCTs,0xe47afff3a9c7046ec1dd2277a2492d49efff0cd3,"Labib Yasir",LabibYasir,LabibYasir,,414,3.3473958528993535,smart_money,rising
3M6Lzs5Eu3RGwUyVaYbrGZpDBPVRNu3ZvLvNBn1TaecD,0x11e7404f9b23fd4428bd8bb88e6f5f38b00e0859,"⠀ ⠀",ajdjqndnqqq,ajdjqndnqqq,,69,3.035040202863854,smart_money,rising
yxkweHEpJgAacQq7vNuU9WaC1SgV26ywAwrBZo5Qzik,0x7337fa9b5239f071506635ee6e281f1b0167d602,"Pepper",ZeMirch,ZeMirch,,4419,2.862645214876011,smart_money,rising
EBEoqFugVpm5BfoGK6r2JPn6RU5oQrsFtXTW3yKABmam,0xf9d29af2684cdbfb87b435f69e01c9ae4f94efd1,"Crypto Hunter",CryptoxHunter,CryptoxHunter,,2286,1.7835389353058417,smart_money,rising
DKXoTJgj3ikCAKbzG6cMHHqFsMjTtZ51JYX1g89R8xAi,0xab222d74e807a7364707ad17c07cc4af9166ca90,"7ama",0x7ama,0x7ama,,246,1.5329925616554192,smart_money,rising
DPTLDs3S56u6tbW98Mv2mdY2Cbyy9hCtBajLJWva5eA1,0x42940d0d6bf38ab505910bd561332147377f341b,"PaleQuietHerring",PaleQuietHerring,,,397,1.5182567628094148,smart_money,rising
9JADRMzAZQdWQqdm5mqC4dXBVPgnEp6rTmXwyeTfw1Ag,0x1fed9cea9aaf4a3ebb163280971ed81fa75f03a4,"kmoney",kmoney_69,kmoney_69,,2736,1.3497286719360773,smart_money,rising
CwpoUmGRef6cJRzuUGfumtarah1sw7mv2GRmuGzbAABF,0xfad282315b278b300da35e9f86599d433aa96aff,"Ping",DegenPing,DegenPing,,1792,1.3354041443162714,whale,rising
6cerGpSGzCrA1NeHUNtyoNm4rWQx5SnK3DSAXb4e615t,0x2c56846e43eb73d39c5d3791f8ff1e02f10ba596,"point farm capital",pointfarmcap,pointfarmcap,,2158,0.8166216371591872,market_maker,rising
9RUgqskZHBKFoVmJLSZKBhdZ9h2L6ruFLYD1LniZQ4M7,0x9a754839c12237d0f1720879acd493e043de9274,"𝕋entacle ℙapi",tentaclepapi,tentaclepapi,,323,0.7081920779255597,smart_money,rising
FVAyDGqr1b9HjWb3v3ryUJbCvVn1D7v3YQpLXzaqP95F,0x6a7b712f102e3a47104b7cc5f527ad574e499810,"DEATHTOLUNARFANG",enjoyer,enjoyer,,419,0.6410170791646124,smart_money,rising
77vSirbd9mMvbvDKwMaUHNG82y2kifdk3ukjbjw239e3,0x0be7fb3cb03d6113ec96cb97fe44f7fae2f28b95,"crow",solkcrow,solkcrow,,35564,0.5617533169715898,kol,rising
65eAHsJbkKvUsgxZ5m6WAwyG4B81WnT4eLcfp7oU8tLD,0xf1a8652ec4e10359f15275ed1626be46311e84fe,"Don Soldi",deeppocketss,deeppocketss,,131,0.5256458331277827,smart_money,rising
5EC5pQVAqAadnoqvfgxFZ7CHMTaGo9D1usA42RKDkKkg,0x10b1c7c4c1f8e8b8cd6e3b5986accc1b1ed7c132,"medium rare",xmediumrare,xmediumrare,,2419,0.46261569046168916,smart_money,rising
D1yYWUbqS6ppQhPLe4tQ3sVsJrLPctpdUSUHTd1AcxUY,0xe0bfdd8a0a1f474b59f8d79838d9ec906aa0dbb3,"Mike Dudas",mdudas,mdudas,,205,0.4479218084671288,smart_money,rising
2DkFCFhrqcXQxTGFrhRbqLyNrNWh1zdgfRFNJb5YAbjC,0x17a11391fd29b1981681b767540d0f3cbccd6dac,"DystopianSniper",DystopianSniper,DystopianSniper,,53332,0.41182104460312985,kol,rising
Exk5RKp92du872nSU88frnnDprf8Efz9BPVdAfZvUxdy,0x2627312495436d912dcf1b28647645611d604840,"Guava Guy 🎀",GuavaGuy2001,GuavaGuy2001,,8040,0.40497871732804924,smart_money,rising
7KQSTRizXFWn9gYxbdHv1DRUkGX9CyeYDdjuvpCTUtRb,0x4b8fd589942daf3719c476371676197ad441750b,"finalearc",finalearc,finalearc,,762,0.40210705048457385,smart_money,rising
DXEt2s1HjB9xYNyfCgRBoyombgtPmS21qS8YRDhP5RN7,0x7867a41d82cd03287ee984d5d9a49e63e68a86c0,"leo",0xleo,0xleo,,36026,0.3240051911858082,kol,rising
HS7JFBtSq5oj1mtiesMU6dgfTUzXEnLT27tRbcCx5ya8,0xa7e5ee05a43e3b16d45f55f234187af87e6dfd6e,"☆leverage",leverage,leverage,,112,0.30048450396486714,smart_money,rising
2g11s7fktsJnNMqboNyj1bUkuBLo7FTDfzJDbVsF8xGR,0x88f0aa53340ef64c50724a40f7c351ec8daee5d2,"coyote ⌖",4pfcoyote,4pfcoyote,,3378,0.2999508761022298,smart_money,rising
CospVSjP7Ubhdg4R3BJoDP79ec2qX691Fj1vLM7f7kQd,0xaf63b7d9e78dc21438622fd28986670375118708,"no, but who is Madeline?",whosmadelin,whosmadelin,,469,0.24439710710274198,smart_money,rising
6SvsV18o39P6TJo7Rai3TyiD2cnjfVeNHafnRECLhqbU,0xd24d0267cb6f1b3dd5c6bc22046367170314a627,"VirtualBacon",virtualbacon,virtualbacon,,1410,0.2161384600170564,smart_money,rising
G4pELEsdsEPMx5i7cGFS7V1obh3z9zTRgFpEDupYE356,0x7a0b1ea0ec9ffb2961c8bdbcf9d76ecbba44396d,"test",testing,testing,,1003,0.21581706580764148,smart_money,rising
q7GcRUYdfT65NaezkyaQ2LgQFWggRj6uSvQZ2sqbJed,0xae9d9260ed4f3b74e256b0955ed800bcc2df5c89,"kbz",kbz1,kbz1,,4389,0.2105906204233179,smart_money,rising
H5wEB92pvWG7chzEKZD5v2Qx5WhJoiR3RZ8pm5RjTgsG,0x0e4b5f1fcc937a07cf71f342878b1e34697a6923,"userabundance",userabundance,userabundance,,16,0.19195863041909433,smart_money,rising
85Nb774qUfB3CsM1ic2jXZpmAqg2BbC4ATbfkdKXPURg,0x97fdc2a49cda5b7f19863ffb98d01c5b363e17b5,"Justin",thejustindale,thejustindale,,394,0.1665404193093849,smart_money,rising
Bnvsb6ztyiUhzyL2E2A7S5kHtF2G28gs2HRKeiG3cWHt,0x37c530292220224874ddce64c10dcc7808be922f,"cr0ss.eth",cr0ssETH,cr0ssETH,,91,0.15521349035338972,smart_money,rising
8brWaBzzmvVXBnQgcAYRq5FGgwNw2rEYbACJFfgHmb53,0x344bc0fd388f1c1b26e9eecb9ceefcb59d07f4bb,"Thanos",fbgThanos,fbgThanos,,419,0.14653508934439152,smart_money,rising
yvPKoo1zpYMcarn2wMkvf3HS6pdc7uyMWgNi4GKGHuN,0x7852a409ec41ea0b401978efebb6449e8d228827,"mog",racistgcr,racistgcr,,359,0.11858451501757372,smart_money,rising
4ksQ7e7ep99utBrjPQTNJhKF4QsRjNMA2h1NHfS6tP8W,0xb945fd42f04f897d2a45de9fbf77a20763c834fb,"munch",munchprmr,munchprmr,,6881,0.10732480539293741,smart_money,rising
GpFibb7UAgUTrWNP8MeizyRyH5f1Kyi2v5vf3pSEKhJ,0x5ee49d65be0450082d8fa0b94b095f434f5b48a7,"breast milk enjoooyer",stinkysasha,stinkysasha,,628,0.07245764009553568,smart_money,rising
B4LPkBBTwC5hK9FAzubx25xoLFfjk9tPrLYwTi93tAv8,0x0a7e15f83e19a82e5aa8da36d3733422a249c21b,"37",user_0037,user_0037,,3108,0.03987692034252177,market_maker,rising
BFmXsTpEiTPrQYP39s5Muvjaszb3sRh25wK3cFZDF3W7,0xee45738efe48a624744de651976a8723969555f8,"SNOOP",SnoopAlphaDogg,SnoopAlphaDogg,,72,0.03748517993784839,smart_money,rising
7SnqVitBBVhXxDDk8CNNcFCuxPswNHwXsNba8w4TQgJQ,0x2542917dbc26c7c8d70a6d0239c3194193766229,"bizzy",0xBiZzy,0xBiZzy,,437,0.030965920101152733,smart_money,rising
8MrpW1p1qwszV5KnAAdGdcXZvH9yibXz5jEGREdPiVyT,0xdc5908f215b811837a9d953cfc7140702da999e7,"BTC Goose",thebtcgoose,thebtcgoose,,7591,0.03047892704489641,smart_money,rising
8G53ACYuoM8Vu63tM7W3RxhTfMbanYCixmvM9JYTcLyt,0xb7b576fd671d7500c4c7b68b8f5bf43b2c6a7c46,"sealteamsixnine",sealteamsixnine,sealteamsixnine,,148,0.030080301556154154,whale,rising
G6poZkupCEryMoATb4ezn9hCVWqmtZk9JQ8wKevDKPn4,0xd129fd569882433033df64da420551c33c4ceebf,"ִֶָ",suicide,suicide,,113,0.02853920336779342,smart_money,rising
sX9CrKA7hUB85yCuGD1DcpzESY49uA82a9JqiMwzs1X,0x483424bc7e3c74edc5a1ef2523bb091957a8bbf8,"nut",nutonchain,nutonchain,,352,0.02768514129115829,smart_money,rising
239NarbxXUuHUsmERLQ7HUFurf46V9EqRDmHjH1EZYV5,0x8aeee097946dfe9a933efdc59f526b149e731cf4,"AbstractDearBoar",AbstractDearBoar,,,15,0.026188923232780326,smart_money,rising
6v9F7uyrpUFFAAbbFFgAkRPMv3UbakxvTWMaRvHsqdKk,0x2f2f284c1c40dcf2216721547130657941ed3e11,"nfd",nfd,nfd,,3481,0.022533164634824132,smart_money,rising
8S4tWA2A4jmk9qRLXLVdKafLVLRb4xvY5fhcBxSWPn2J,0xac3655b187c1d524e0e4a5055cd18018664709e1,"HonestRegionalLungfish",HonestRegionalLungfish,,,3969,0.021700509836911408,smart_money,rising
43ZwseE5C4XPNLxCQJrh3xBtKLjFXkZoUs5sih6f1sVv,0x10b8447e4ce18469ffd73666586c0599a5101372,"yipppeeeeeee",woooooohooooo,woooooohooooo,,3265,0.017124219381912553,market_maker,rising
CmfXNRf2XgejxVLzq6Wfn5PqFtQrbmhg9jLJLzWCCL53,0xa4b50bc0d604b8dd980851a842c120aae5a408a3,"Jxck",jxck_eth,jxck_eth,,1224,0.014963243198735654,smart_money,rising
DUKSPXfcQ2LpoP3EwkdaPZ1szbS9wxCpmYtEVMMWcd5g,0x382fd7cc3e804e4ebd5205b09c5efaf317c7bf1c,"memeticpower",memeticpower,memeticpower,,1048,0.01210668471912868,market_maker,rising
6mkp4Xu2Ta34pGdbaYgNR6VyYkeUvZXXHSEFQRmdJL2t,0x4fffc2c6e120a2f4dcc9789669a3234166474eff,"MadFoxy",MadFoxyXBT,MadFoxyXBT,,226,0.011703698319806222,smart_money,rising
8RREEr3ttGuhjC4kfoKViwrDufJZeuHxL5MD79BPbBho,0x7d49dc688c3eb832c8a173b5a8b65ab257f90b8b,"donotchase",dncdoteth,dncdoteth,,6181,0,smart_money,legendary
9QNeV6XrAJJFHDSps6NCVpbA9ne2PBHQaA6Ekt2fBi5y,0x8045ff81ef330c65efba80d86ffc830819574d75,"six",Leeyde911,Leeyde911,,2056,0,smart_money,legendary
853yxZmJZVnPoWzUsQiGkk9DWgrA8v2uFN8fJvWNo1JN,0xab3e898271e67a4c4fc8a6d04c061436a8d30777,"downhorrendously",downhorrndously,downhorrndously,,8893,0,market_maker,legendary
DvgX5mbRiwKXb8BLYNqGx21i2nnXAqPasvSRopzgTQgh,0xd4e1038ef6774523c8073feb905bc2ef91a46ea6,"Clav",Clavtard,Clavtard,,2909,0,smart_money,elite
4xAAf8Epr3APAjsLwqMtyfAS2acDSwDgYKi4gL7cwT7K,0xd49d1e7f050fc2bf1a6a7d514f1ddf02a5933877,"Don Alpha",AlphaCrew23,AlphaCrew23,,21258,0,kol,elite
8nwzLRBBQyW9BndxZn3YLaEVVoNp91iAxMpuWgczGZB7,0xa48f376c87adc1ae7821ce7a5a909a3583a5451f,"dns (🟡, 🟩)",DNS_ERR,DNS_ERR,,5391,0,smart_money,elite
CqbQqfWknWs6eHpizQ8nhApbxA7fZTX21iyBe5LjpJEF,0x4a9787173610ebe5ef68d94ba43edc0c3bb92aaf,"(—<>—)",spiceys,spiceys,,295,0,smart_money,elite
HsowDyoy5zH4tTUTZWyiL8GGHUWNRvb3ySMqmCohtGoE,0x141b98804ad9401feff16b07f7cf3b6a6799893f,"PeacefulLovelyWildfowl",PeacefulLovelyWildfowl,,,548,0,smart_money,elite
GrR7ETq5FMQdVDgMGpVD63GndeETzVFoJFaT9yyEVFL9,0x2048c968c4c3228658191b9265cec4d2caa76ff3,"raychan",raychan,raychan,,829,0,smart_money,elite
CZLadaJS9AQpiPqrAaX5KHLpMeeQLJooYGN1CJU2a9Fd,0xa1058ea8203e2180060464535fce9f9ffde33be2,"101KittenRainbow",101KittenRainbow,,,254,0,whale,elite
51kmQvJFpUtptHT31aQ7BpSo6q8xhu3DGsj842XxwjZj,0x363f2268d334cc9bca19793f7355bddfb80cd9e4,"Laolu",Laolu,Laolu,,34618,0,kol,elite
3vNX8FGnFrc6uhyVyzDrRFpFLxT52eZBAaYXyK1YR9Qx,0x81d10de94eef60e39c814cae935788dca4b70e95,"Mabon",mabon_zsq,mabon_zsq,,1307,0,smart_money,pro
J6BoyLeMx5QfXbLbJbw5fozH2pK1BqxwHFEEoa8HbXHB,0x11aabb67360646e14af11b66d3b4ddbe0cf37062,"trewbuilt",trewbuilt,trewbuilt,,54,0,smart_money,pro
D8P5Wy4Nssuqh7woNVvq7wei65Meom8fuxPnoi9d5YZV,0x41f9be0f1ee6fb8b89887afe887e3600dac75c1b,"Genetic",Genetic,Genetic,,1239,0,smart_money,pro
4R1jY68qvn2y6qrwR5otYbvGyVYfkbKfbaPCBZvzwE5e,0x09536ca7218fabfb12e2d46529bb0cd11eedee78,"Eric",ericceth,ericceth,,896,0,smart_money,pro
FtYu3mCMaFEw2b8BXkP2xLq6JNqCYXuL5LusTPA1m47M,0x2b9bf5eaa5daffad7af2f4a74dd43f69b4f039a6,"Dr. Hehe",doctorHehe,doctorHehe,,1287,0,smart_money,pro
6S2Ktt28Wtq5jBG3FXWaD6doXEC6A2LYkuNsvHHXTkXu,0x9407059eae270e956d29d736d3f09f68a762a13b,"Masha",masha,masha,,333,0,smart_money,pro
CJDjRAjigb3UdsjxaV7AiMchhJV6qAcc3SjrSLFyytE3,0x67cb01f8472f4e37d98ef323721a36254c1402e1,"ₛₘₒₗ intern 💡",smol_intern,smol_intern,,1194,0,market_maker,pro
3nq29KyuzRT7xmk1Abg9eJ7fJaf5ossQHL1igpSCrHfm,0x7e226400f9dac345dd19e673280a0ffac492e79d,"Ciel",iamcIoud,iamcIoud,,67,0,smart_money,pro
9oER4xGiZCRLHmZFpH793CfUzAB8zK9cVQDh1cDZ9a3w,0x400f9781e13d38523b164ac50bb9a4c85829a8c0,"Abruzy.hl.🕯️🦇🔊",0xAbruzy,0xAbruzy,,430,0,smart_money,pro
CbfECPomSocQGCEdghcq1zkYEDSVUVP761QMnRXwvyD9,0x3a6a4aa63348f06e059e00d5bdb3a87d7563cc6c,"Clewguo",clewguo,clewguo,,2016,0,smart_money,pro
1MZHGYQysPw3qaLX8GGFUZw9x9VKhKmnYBow1ZKLN9D,0x0be7e3a34346094224b6bf41d71d2a9b01cdc982,"Ayovex🦕",VexRex23,VexRex23,,1748,0,smart_money,pro
5zVedvk9ffJKwaoueQWKEAAAa1nutXKhaqmFxzwmvVkW,0xa9f7da8979d0ed6aaf3181354a522ac53e69a682,"AJC",AvgJoesCrypto,AvgJoesCrypto,,2741,0,smart_money,pro
duEu1pmuK8c7nP5jQwVdvHkpTUrtAAD13DywuVDstRs,0xb19158374d1fd2ab98b299df4ee5cc15b2ded492,"BDAWGZ",BDAWGZ,BDAWGZ,,18,0,smart_money,pro
AvxQArzPD6G5wXzybKAzpBZSe2t5FWRQyyj4YjDL7e1a,0x113572076e5a407ec42fa432f7c2293efbedf90e,"YODA",Yodatrader,Yodatrader,,204,0,smart_money,pro
APgFrGsRk2huQoLXq4MSYbm5PgMrv1cgct8MbNb18bBV,0x6bb03c8e2a005344e9a001dc9542b54f92dd867f,",,",CHR4LLE,CHR4LLE,,19,0,smart_money,pro
6otsrYCbmidUAK3y9ZG638m8BUCsNJw4iq9Yr9t4mtyb,0xbb0897ecee9392760fd5957bf9ccb22676eff73d,"gera",gera_eth,gera_eth,,519,0,smart_money,pro
DSFZsRgGS2sUTxpLKtwJCdYDN7GDHtn5tjgMqSzPDb3q,0x22b542fec428ed1b5d96c53772e711c76ddc3042,"Trench Daddy",PewPew,PewPew,,30,0,smart_money,pro
4v5uJuCNUTNh4Yv62wViPe74t7V628qEWByfdYTNtpLd,0x560791d4fe7499966ff4b862d91c90bd80db7804,"dunworri",0xDunworri,0xDunworri,,18,0,smart_money,pro
CvP9Gs587N8iYCNzd7ZWZKQ5jxvdmi9C5g3FJyw8MFDA,0xf06df94e8977934fd3fcfc950ce6e3767bb5b956,"🦁Léon",BonBon_1769,BonBon_1769,,84,0,smart_money,pro
5QEXbHAYhSMPfGY5sCZ2hBqUL54qNQ8f2QN14ST95nvb,0x6e7a8cf88159b3f21d02d65a45ee7e40f21cf4dd,"Ἄρτεμις",artemisjpl,artemisjpl,,344,0,smart_money,pro
2uUWCvjzA68pdww3CJVyKZGpP3jLUoEZUdxe5zCU91qr,0x01f85ff8dd473afe263965b0576536aaf0095124,"Saif",s4if,s4if,,5849,0,smart_money,legendary
GK8rXe5LQdG2HuTSmh3q6TLeiiYrBhyxpWY9Xrfmad4x,0xc3e132433aed79085ecab7b6bd0b3b3fae039ca8,"UPNEXT",UPNEXT,UPNEXT,,6829,0,smart_money,legendary
EyDiU3AWmav8dkGLFRmjeVckmw9uZ3B43QtAkdURGAky,0x9964a2125bda87b77959ee645c278b4e07a7799e,"calm",kalm,kalm,,3716,0,smart_money,legendary
BncpJ3BZFqLLYp84QrzJykrLYQhDmx77vzWbv9asccnR,0x9c372cae003d4ac89ce50845ba3d14b21e125074,"quaker",quakerrz,quakerrz,,4323,0,smart_money,legendary
HUajEFbJ8macRgqQEwL4D8LcatMpSrpqaMZjkDjgJ4Pj,0x46af7ea1080dc02fb96c32b9444cd41e45293f7e,"zoja",zoja,zoja,,689,0,smart_money,legendary
AGumjV4wVfGQ4CsHTCLiFLx4sVnvwtSXn1iH9EbrLg69,0x2b02ec2e0edb511ffca5ae77f8120546f3d9aa69,"Forgivable",0xForgivable,0xForgivable,,3453,0,smart_money,legendary
2stxJG4fhPfA6Uz6mz41vyLWVhDK86wWu1nEHkijZ6ne,0x1060d7aad50a3de3c5bbe43bf5b8df7bc31929da,"JS",ShockedJS,ShockedJS,,14633,0,kol,legendary
6UoZXacuTd9GXxUTFrxS1PC2K6vm96qLMAacytAKLbh6,0x80e2e0eca97b6564b45251263dcae90de7548450,"GTO⚡️",0NIZUKA,0NIZUKA,,1209,0,market_maker,elite
9LtAjV1QwPGBb4QtpA1q2mdD2d4w2BRt1hC1kAnQWUMz,0x1f0ba103dc9ba4c15bc8891c90e3288a39e6cd51,"NB",NBNB,NBNB,,1142,0,smart_money,elite
5g6zbY31QC4jW67mM6VqXfwvFhkLcvFYPfNvNYnvpy7w,0x66108ae01ecfd4445f692e74108db6b7413bb444,"quotes",quotes,quotes,,807,0,smart_money,elite
7hxTFZGLidRkxpQdFL28mGEyuFppENvVnVP9owqNKA5b,0x41d129ff121cf85ef8ffc59a390da9cd486a3781,"trepokt",trencher,trencher,,396,0,smart_money,elite
62F1n9j3y8jQyPXXxwyAVdrLTPNdu6YcQpaUrvnodpiy,0xe0312c94d03cf681dcb9321ae92df2c4631a92a1,"Kimkk",kr_kimkk,kr_kimkk,,345,0,smart_money,elite
BGAvMMda4SLqds5XCoS5Pn8iHbxmpHjGCxZveUmVY5ap,0xd0a5503f0a88bf0f27b7ca9cef97fc70ffb6d745,"Dormant Cell",dormant_cell,dormant_cell,,14030,0,kol,elite
31UpTRBTiNQPHbv6ViaXPKqqpfYRNBGgWtQAS5SQ9yP1,0xb83858211e17e2e4c9f9b9017230e110f66fd130,"vinny",vinnysos,vinnysos,,392,0,smart_money,elite
